key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
version,6.08,6.08, ,float,False, , , , , , , , 
pdf_title,"6,000 Years of Human History — A Timeline","6,000 Years of Human History — A Timeline",2026-09-04,text,False, , , , , , , ,"మానవ చరిత్ర 6,000 సంవత్సరాలు — ఒక కాలరేఖ"
pdf_subject,Timeline of human history from 4000 BCE to present,Timeline of human history from 4000 BCE to present,Timeline of humankind,text,False, , , , , , , ,క్రీ.పూ. 4000 నుండి నేటి వరకు మానవ చరిత్ర కాలక్రమం
BCE,B.C.E.,B.C.E.,appendix B9,B9,False, , , , , , , , 
CE,C.E.,C.E., ,B9,False, , , , , , , , 
month,month,month, ,text,False, , , , , , , ,నెల
months,months,months, ,text,False, , , , , , , ,నెలలు
day,day,day, ,text,False, , , , , , , ,పగటిపూట
days,days,days, ,text,False, , , , , , , ,రోజులు
to,to,to, ,text,False, , , , , , , ,కు
Deluge,Deluge,Deluge, ,text,False, , , , , , , ,ప్రళయం
moses2,1593 to 1473 B.C.E. – 120 years,1593 to 1473 B.C.E. – 120 years, ,text,False, , , , , , , ,క్రీ.పూ. 1593 నుండి క్రీ.పూ. 1473 వరకు – 120 సంవత్సరాలు
temple1,Nisan 1513 B.C.E. to Ziv 1034 B.C.E.,Nisan 1513 B.C.E. to Ziv 1034 B.C.E., ,text,False, , , , , , , ,నిసాన్ 1513 క్రీ.పూ. నుండి జివ్ 1034 క్రీ.పూ. వరకు
69weeks,Jesus baptized autumn 29 C.E.,Jesus baptized autumn 29 C.E., ,text,False, , , , , , , ,యేసు క్రీ.శ. 29 శరదృతువులో బాప్తిస్మం ఇచ్చాడు.
year,year,year,"timespan, age (Adam was 130 years old when Shem was born)",text,False, , , , , , , ,సంవత్సరం
years,years,years, ,text,False, , , , , , , ,సంవత్సరాలు
years_age,years,years,"years when used as age for a person (different word than years in some languages), like he is 23 years old",text,False, , , , , , , ,సంవత్సరాలు
age_kings, , ,"if the word ""year"" appears after the numeral, like ""at the age of 35 years""",text,False, , , , , , , , 
