key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
version,6.08,6.08,5.5,float,True, , , , , , , , 
pdf_title,6000 տարի մարդկային պատմություն արտացոլվեց,"6,000 Years of Human History — A Timeline",2026-08-26,text,False, , , ,6000 տարվա մարդկության պատմություն — ժամանակացույց,Մարդկային պատմության 6000 տարիները — Ժամանակացույց,Մարդկության 6000-ամյա պատմությունը. ժամանակագրություն, ,Մարդկային պատմության 6000 տարիներ — ժամանակագրություն
pdf_subject,Մարդկության ժամանակացույց,Timeline of human history from 4000 BCE to present,5.5,text,False, , , ,Մարդկության պատմության ժամանակագրությունը մ.թ.ա. 4000-ից մինչ օրս,Մարդկային պատմության ժամանակացույցը մ.թ.ա. 4000 թվականից մինչև մեր օրերը,Մարդկության պատմության ժամանակագրությունը մ.թ.ա. 4000 թ.-ից մինչ օրս, ,Մարդկային պատմության ժամանակագրություն մ.թ.ա. 4000 թվականից մինչև մեր օրերը
BCE,Ք.ա.,B.C.E.,appendix B9,B9,False, , , , , , , , 
CE,Ք.Ե.,C.E., ,B9,False, , , , , , , , 
month,ամիս,month, ,text,False, , , ,ամիս,ամիս,ամիս, ,ամիս
months,ամիս,months, ,text,False, , , ,ամիսներ,ամիսներ,ամիսներ, ,ամիսներ
day,օր,day, ,text,False, , , ,օր,օր,օր, ,օր
days,օր,days, ,text,False, , , ,օրեր,օրեր,օրեր, ,օրեր
to,դեպի,to, ,text,False, , , ,դեպի,մինչև,մինչև, ,դեպի
Deluge,Ջրհեղեղ,Deluge, ,text,False, , , ,Ջրհեղեղ,Ջրհեղեղ,Ջրհեղեղ, ,Հեղեղ
moses2,1593-ից 1473 B.C.E. - 120 տարի,1593 to 1473 B.C.E. – 120 years, ,text,False, , , ,1593-ից մինչև 1473 մ.թ.ա. - 120 տարի,մ.թ.ա. 1593 – մ.թ.ա. 1473 – 120 տարի,Մ.թ.ա. 1593-ից 1473 թթ. — 120 տարի, ,Ք.ա. 1593-ից մինչև 1473 թթ. – 120 տարի
temple1,Nisan 1513 B.C.E. ZIV 1034 B.C.E.,Nisan 1513 B.C.E. to Ziv 1034 B.C.E., ,text,False, , , ,Նիսանը 1513 մ.թ.ա. դեպի Զիվ 1034 մ.թ.ա.,մ.թ.ա. 1513 թ. Նիսանից մինչև մ.թ.ա. 1034 թ. Զիվ,Մ.թ.ա. 1513 թ. նիսանից մինչև մ.թ.ա. 1034 թ. զիվ, ,Ք.ա. 1513 թ. Նիսանից մինչև Ք.ա. 1034 թ. Զիվ
69weeks,Հիսուսը մկրտվեց Աշուն 29 C.E:,Jesus baptized autumn 29 C.E., ,text,False, , , ,Հիսուսը մկրտեց մ.թ. 29-ի աշնանը։,Հիսուսի մկրտությունը՝ մ.թ. 29 թ. աշուն,Հիսուսի մկրտությունը՝ մ.թ. 29 թ. աշնանը, ,Հիսուսը մկրտվեց մ.թ. 29 թվականի աշնանը։
year,տարի,year,"timespan, age (Adam was 130 years old when Shem was born)",text,False, , , ,տարին,տարի,տարի, ,տարիք
years,ամիս,years, ,text,False, , , ,տարիներ,տարիներ,տարիներ, ,տարիներ
years_age,տարեկան,years,"years when used as age for a person (different word than years in some languages), like he is 23 years old",text,False, , , ,տարիներ,տարիներ,տարիներ, ,տարիներ
age_kings, , ,"if the word ""year"" appears after the numeral, like ""at the age of 35 years""",text,False, , , , , , , , 
wilderness,Իսրայելը անապատում 1513-ից 1473 B.C.E. - 40 տարի,Israel in the wilderness 1513 to 1473 B.C.E. – 40 years, ,text,False, , , ,Իսրայելը անապատում 1513–1473 մ.թ.ա. - 40 տարի,Իսրայելը անապատում՝ մ.թ.ա. 1513 – մ.թ.ա. 1473 – 40 տարի,Իսրայելն անապատում՝ մ.թ.ա. 1513-ից 1473 թթ. — 40 տարի, ,Անապատում Իսրայելը մ.թ.ա. 1513–1473 թթ. – 40 տարի
timespan_judges,1473-ից 1117 B.C.E. - 356 տարի,1473 to 1117 B.C.E. – 356 years, ,text,False, , , ,1473 - 1117 մ.թ.ա. - 356 տարի,մ.թ.ա. 1473 – մ.թ.ա. 1117 – 356 տարի,Մ.թ.ա. 1473-ից 1117 թթ. — 356 տարի, ,Ք.ա. 1473-ից մինչև ք.ա. 1117 թվականը – 356 տարի
timespan_judges2,Դատավորների ժամանակը,Time of the judges, ,text,False, , , ,Դատավորների ժամանակը,Հյուսիսի ժամանակաշրջան,Դատավորների ժամանակաշրջան, ,Դատավորների ժամանակը
temple2,479 տարի մինչեւ տաճարի կառուցումը - 1 Թագավորներ 6: 1,479 years until the temple construction – 1 Kings 6:1,1034 BCE,text,False, , , ,479 տարի մինչև տաճարի կառուցումը – Ա Թագավորաց 6։1,Տաճարի կառուցման պահից 479 տարի առաջ – 3 Թագավորաց 6:1,479 տարի մինչև տաճարի կառուցումը — 1 Թագավորներ 6:1, ,Տաճարի կառուցումից մինչև 479 տարի – 1 Թագավորաց 6:1
69weeks2,69 շաբաթ դեպի Մեսիան - Դանիել 9:25,69 weeks to the Messiah – Daniel 9:25, ,text,False, , , ,69 շաբաթ դեպի Մեսիա – Դանիել 9։25,69 շաբաթ մինչև Մեսիա – Դանիել 9:25,69 շաբաթ մինչև Մեսիան — Դանիել 9:25, ,Մեսիայի համար 69 շաբաթ – Դանիել 9:25
jesus_service,"Հիսուսի ծառայության 3.5 տարի, մահապատժի ենթարկված Նիսան 14-րդ, 33 C.E:","3.5 years of Jesus service, executed Nisan 14th, 33 C.E.", ,text,False, , , ,"Հիսուսի ծառայության 3,5 տարի, մահապատժի ենթարկվեց մ.թ. 33-ի նիսանի 14-ին։","Հիսուսի ծառայության 3,5 տարի, մահապատիժ՝ մ.թ. 33 թ. Նիսանի 14-ին","Հիսուսի 3.5 տարվա ծառայությունը, մահապատժի ենթարկվեց մ.թ. 33 թ. նիսանի 14-ին", ,"Հիսուսի ծառայության 3,5 տարին, խաչվել է Ք.Հ. 33 թ. նիսան 14-ին։"
jesus_life,Հիսուսը ծնվել է 2 B.C.E.,Jesus born 2 B.C.E., ,text,False, , , ,Հիսուսը ծնվել է մ.թ.ա.,Հիսուսի ծնունդը՝ մ.թ.ա. 2 թ.,Հիսուսը ծնվել է մ.թ.ա. 2 թ.-ին, ,Հիսուսը ծնվել է մ.թ.ա. 2 թվականին։
exile,607-ից 537 B.C.E. - 70 տարի (Երեմիա 25:11),607 to 537 B.C.E. – 70 years (Jeremiah 25:11), ,text,False, , , ,607–537 մ.թ.ա. – 70 տարի (Երեմիա 25։11),մ.թ.ա. 607 – մ.թ.ա. 537 – 70 տարի (Երեմիա 25:11),Մ.թ.ա. 607-ից 537 թթ. — 70 տարի (Երեմիա 25:11), ,Ք.ա. 607-ից մինչև 537 թթ. – 70 տարի (Երեմիա 25:11)
exile2,Աքսոր,Exile, ,text,False, , , ,Աքսոր,Հետագարձ,Գերություն, ,Սփյուռք
7times2,7 անգամ - 2520 տարի դեպի Մեսիական Թագավորություն 1914 C.E. (Դանիել 4:23),7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23), ,text,False, , , ,7 անգամ – 2520 տարի մինչև Մեսիական Թագավորությունը 1914 թ. (Դանիել 4։23),7 անգամ – 2520 տարի մինչև Մեսիական Թագավորությունը մ.թ. 1914 թ. (Դանիել 4:23),7 ժամանակներ — 2520 տարի մինչև Մեսիական Թագավորությունը՝ մ.թ. 1914 թ. (Դանիել 4:23), ,7 անգամ – 2520 տարի մինչև Մեսիական Թագավորությունը 1914 թ. (Դանիել 4:23)
ww1,I - 1914-1918 C.E.,World War I – 1914–1918, ,text,False, , , ,Առաջին համաշխարհային պատերազմ – 1914–1918 թթ,Առաջին համաշխարհային պատերազմ – 1914–1918,Առաջին համաշխարհային պատերազմ — 1914–1918 թթ., ,Առաջին համաշխարհային պատերազմ – 1914–1918
ww2,Երկրորդ աշխարհամարտ - 1939-1945 C.E.,World War II – 1939–1945, ,text,False, , , ,Երկրորդ համաշխարհային պատերազմ – 1939–1945 թթ,Երկրորդ համաշխարհային պատերազմ – 1939–1945,Երկրորդ համաշխարհային պատերազմ — 1939–1945 թթ., ,Երկրորդ համաշխարհային պատերազմ – 1939–1945
30_year_war,Երեսուն տարվա պատերազմ Եվրոպայում 1618-1648,Thirty Years' War in Europe 1618-1648, ,text,False, , , ,Երեսնամյա պատերազմը Եվրոպայում 1618-1648 թթ,Եվրոպայի երեսնամյա պատերազմ 1618–1648,Երեսնամյա պատերազմը Եվրոպայում 1618-1648 թթ., ,Երեսունամյա պատերազմը Եվրոպայում 1618-1648 թթ.
joshua,110 տարի,110 years, ,text,False, , , ,110 տարի,110 տարի,110 տարի, ,110 տարի
caleb,Ավելի քան 85 տարի,more than 85 years, ,text,False, , , ,ավելի քան 85 տարի,85 տարեկանից ավելի,ավելի քան 85 տարի, ,ավելի քան 85 տարի
missionary1,"Պողոսի առաջին միսիոներական ճանապարհորդությունը, գ. 47-48 C.E. Բառնաբասով եւ John ոն Մարկով","First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark", ,text,False, , , ,"Պողոսի առաջին միսիոներական ճանապարհորդությունը, ք. 47–48-ին Բառնաբասի և Հովհաննես Մարկոսի հետ","Պողոսի առաջին առաքելական ճանապարհորդությունը, մոտ մ.թ. 47–48 թթ. Բառնաբասի և Հովհաննես Մարկոսի հետ","Պողոսի առաջին միասիոներական ճանապարհորդությունը, մոտ մ.թ. 47-48 թթ. Բառնաբասի և Հովհաննես Մարկոսի հետ", ,"Պողոսի առաջին առաքելական ուղևորությունը, մ.թ. 47–48 թթ., Բառնաբասի և Հովհաննես Մարկոսի հետ"
circumcision,"Թլփատության հարցը Անտիոքում քաղաքում, Երուսաղեմում կայացած գիտաժողով գ. 49 C.E.","Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.", ,text,False, , , ,"Թլփատության հարցը Անտիոքում, համաժողով Երուսաղեմում գ. 49 մ.թ.","Անտիոքիայում թլփատության հարցը, Երուսաղեմի ժողով՝ մոտ մ.թ. 49 թ.","Թլպատության հարցը Անտիոքում, հանդիպում Երուսաղեմում մոտ մ.թ. 49 թ.-ին", ,"Անտիոքայում թլփման հարցը, Երուսաղեմի խորհրդաժողովը մ.թ. 49 թվականի մոտ"
missionary2,Երկրորդ միսիոներական ճանապարհորդություն գ. 49-52 C.E Silas- ի հետ (Silvanus),Second Missionary Journey c. 49-52 C.E with Silas (Silvanus), ,text,False, , , ,Երկրորդ միսիոներական ճանապարհորդություն գ. 49-52 մ.թ. Սիլասի հետ (Սիլվանուս),Պողոսի երկրորդ առաքելական ճանապարհորդությունը մոտ մ.թ. 49–52 թթ. Սիլասի (Սիլվանոսի) հետ,"Երկրորդ միասիոներական ճանապարհորդություն, մոտ մ.թ. 49-52 թթ. Շիղայի (Սիղվանոսի) հետ", ,Երկրորդ առաքելական ուղևորություն մ.թ. 49–52 թթ. Սիլասի (Սիլվանոսի) հետ
missionary3,Երրորդ միսիոներական ճանապարհորդություն գ. 52-56 C.E.,Third Missionary Journey c. 52-56 C.E., ,text,False, , , ,Երրորդ միսիոներական ճամփորդություն գ. 52-56 մ.թ.,Պողոսի երրորդ առաքելական ճանապարհորդությունը մոտ մ.թ. 52–56 թթ.,"Երրորդ միասիոներական ճանապարհորդություն, մոտ մ.թ. 52-56 թթ.", ,"Երրորդ առաքելական ուղևորություն, մ.թ. 52–56 թթ."
caesarea,Պողոսը կալանքի տակ է Կեսարիայում գ. 56-58 C.E.,Paul in custody in Caesarea c. 56-58 C.E., ,text,False, , , ,Պողոսը կալանքի տակ է Կեսարիայում գ. 56-58 մ.թ.,Պողոսը Կեսարիայում պահված էր մոտ մ.թ. 56–58 թթ.,"Պողոսը կալանքի տակ Կեսարիայում, մոտ մ.թ. 56-58 թթ.", ,Պողոսը կալանքի տակ Կեսարիայում մ.թ. 56–58 թթ.
rome1,Պողոսի առաջին ազատազրկումը Հռոմում գ. 59-61 C.E.,Paul’s first imprisonment in Rome c. 59-61 C.E., ,text,False, , , ,Պողոսի առաջին բանտարկությունը Հռոմում մ.թ. 59-61 մ.թ.,Պողոսի առաջին բանտարկությունը Հռոմում մոտ մ.թ. 59–61 թթ.,"Պողոսի առաջին բանտարկությունը Հռոմում, մոտ մ.թ. 59-61 թթ.", ,Պողոսի առաջին բանտարկությունը Հռոմում մ.թ. 59–61 թվականներին
rome2,"Պողոսի երկրորդ բանտարկությունը Հռոմում գ. 65 մ.թ., 2 Տիմոթեոս գրված, Պողոսը մահապատժի է ենթարկել","Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed", ,text,False, , , ,"Պողոսի երկրորդ բանտարկությունը Հռոմում մ.թ. 65 մ.թ., 2 Տիմոթեոս գրված, Պողոսը մահապատժի ենթարկվեց","Պողոսի երկրորդ բանտարկությունը Հռոմում մոտ մ.թ. 65 թ., գրվել է 2 Տիմոթեոսը, Պողոսը մահապատժի է ենթարկվել","Պողոսի երկրորդ բանտարկությունը Հռոմում մոտ մ.թ. 65 թ., 2 Տիմոթեոսի գրությունը, Պողոսի մահապատիժը", ,"Պողոսի երկրորդ բանտարկությունը Հռոմում մ.թ. 65 թվականին, գրվել է Երկրորդ Թիմոթեոսի նամակը, Պողոսը մահապատժի է ենթարկվել"
event_exodus,"Եգիպտոսից Եգիպտոսից 14-րդ, 1513 B.C.e.","Exodus from Egypt on Nisan 14th, 1513 B.C.E.", ,text,False, , , ,Ելք Եգիպտոսից 1513 թվականի նիսանի 14-ին։,Եգիպտոսից Ելքը մ.թ.ա. 1513 թ. Նիսանի 14-ին,Ելքը Եգիպտոսից մ.թ.ա. 1513 թ. նիսանի 14-ին, ,Եգիպտոսից ելքը մ.թ.ա. 1513 թ. նիսան 14-ին
